year,length_mm,width_mm,depth_mm,wheel_base,battery_capacity_avg,range_CLTC_avg,seats,brand_group_encoded,brand_category_encoded,powertrain_插混,powertrain_燃油,powertrain_纯电,ADAS_Level_L2,ADAS_Level_L2+,battery_type_clean_LFP,battery_type_clean_NCM,battery_type_clean_Other,battery_type_clean_Unknown,battery_supplier_clean_CATL,battery_supplier_clean_Other,body_type_SUV,body_type_other,body_type_轿车,size_large,size_medium,size_micro,size_other,size_small
2024,4800,1930.0,1750,2800.0,31.1,182.5,5,3.027027821700188,3.6652144182541018,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2022,4770,1862.0,1638,2870.0,73.68,620.0,5,3.0976896923951696,2.8964051774756765,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2022,5200,2062.0,1618,3150.0,97.0,630.0,6,3.0976896923951696,3.1959619909384864,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2018,4870,1950.0,1725,2820.0,36.8,215.0,7,3.027027821700188,2.6634079170556793,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2022,4872,1846.0,1481,2966.0,74.525,559.0,5,3.984151644653932,3.6650119113095108,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2021,4955,1967.0,1698,3000.0,111.5,542.5,5,3.984151644653932,3.6650119113095108,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
2025,5040,1996.0,1760,2950.0,40.7,232.5,7,3.027027821700188,2.6634079170556793,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2022,4605,1815.0,1825,2780.0,63.2,51.0,7,3.0976896923951696,2.6634079170556793,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
2022,4780,1837.0,1495,2718.0,13.3,87.5,5,3.027027821700188,2.6634079170556793,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,4588,1865.0,1626,2765.0,84.8,574.0,5,3.0976896923951696,3.6650119113095108,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2023,4450,1836.0,1572,2750.0,66.0,536.0,5,3.424367008964497,3.6652144182541018,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2023,5270,2000.0,1500,3130.0,119.21,840.0,5,3.0976896923951696,3.1959619909384864,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
2022,3065,1522.0,1610,2015.0,22.0,160.0,4,2.4606793298394085,2.6634079170556793,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
2024,4820,1920.0,1720,2820.0,79.42,600.0,5,3.027027821700188,2.6634079170556793,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,4830,1925.0,1620,2930.0,76.22,580.0,5,3.027027821700188,2.6634079170556793,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,4915,1905.0,1770,2825.0,78.4,605.0,6,3.0976896923951696,3.1959619909384864,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
2021,5200,2062.0,1618,3150.0,97.0,550.0,6,3.0976896923951696,3.1959619909384864,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2023,5100,2010.0,1250,2950.0,140.0,700.0,2,3.027027821700188,3.6652144182541018,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2023,3780,1715.0,1540,2500.0,34.48,355.0,5,3.027027821700188,2.6634079170556793,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2022,5050,1902.0,1509,2930.0,84.27,616.0,5,3.0976896923951696,3.1959619909384864,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2022,4780,1890.0,1675,2800.0,1.69,25.6928448164458,5,3.0976896923951696,2.6634079170556793,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2023,4865,1900.0,1450,2928.0,87.5,724.666666666667,5,3.424367008964497,3.6652144182541018,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2021,4531,1904.0,1650,2841.0,17.1,54.0,5,3.0976896923951696,3.6650119113095108,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
2021,3288,1670.0,1654,2185.0,38.54,410.0,4,3.0976896923951696,2.6634079170556793,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
2022,4876,1860.0,1675,2893.50395119946,83.4,560.0,6,3.0976896923951696,3.6650119113095108,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2021,4665,1813.0,1513,2660.0,61.6,518.0,5,3.0976896923951696,3.17871221731275,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
2024,4810,1920.0,1675,2780.0,62.855,555.0,5,3.027027821700188,2.6634079170556793,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2020,4750,1905.0,1650,2930.0,83.3,543.333333333333,5,3.0976896923951696,3.1959619909384864,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2021,4750,1921.0,1624,2890.0,60.0,525.0,5,3.0976896923951696,3.6650119113095108,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2021,4891,1848.0,1679,2965.0,73.7,506.666666666667,6,3.134842315453931,3.17871221731275,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2023,4888,1896.0,1450,2998.0,86.2,656.0,5,3.197676686485871,3.1959619909384864,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
2024,4820,1920.0,1750,2820.0,22.45,165.0,5,3.027027821700188,2.6634079170556793,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2022,4612,1852.0,1640,2765.0,55.7,425.0,5,3.134842315453931,3.17871221731275,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2021,5078,1860.0,1480,3079.0,25.4,197.144603907366,5,3.0976896923951696,3.6650119113095108,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
2021,5209,2010.0,1731,3110.0,120.0,600.0,6,3.0976896923951696,3.6652144182541018,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2023,4750,1930.0,1625,2900.0,18.99,121.0,5,3.0976896923951696,2.8964051774756765,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
2023,4890,1970.0,1920,2800.0,31.8,125.0,5,3.0976896923951696,3.6652144182541018,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,5010,2005.0,1950,2990.0,45.8,180.0,7,3.027027821700188,3.6652144182541018,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2022,4463,1834.0,1624,2729.0,73.5,537.0,5,3.0976896923951696,3.6650119113095108,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
2021,3730,1650.0,1560,2410.0,32.0,301.0,5,2.3626704134875314,2.6634079170556793,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2026,5190,1980.0,1760,3050.0,42.8,210.0,7,3.0976896923951696,3.1959619909384864,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2021,4125,1770.0,1600,2700.0,51.65,470.0,5,3.027027821700188,2.6634079170556793,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
2024,5350,1965.0,1850,3300.0,102.7,710.0,7,3.6323883145124656,3.1959619909384864,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2020,4995,1910.0,1495,2920.0,30.7,200.0,5,3.027027821700188,2.6634079170556793,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
2018,4870,1950.0,1725,2820.0,29.55,163.5,7,3.027027821700188,2.6634079170556793,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2024,4971,1963.0,1472,2950.0,91.0,742.5,5,3.0976896923951696,3.6652144182541018,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2022,5218,1998.0,1800,3105.0,44.5,215.0,6,3.6323883145124656,3.1959619909384864,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
2021,4733,1859.0,1673,2791.0,63.2,470.483975212166,7,3.134842315453931,3.17871221731275,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
